,state,age,title,content,date,negative_worde
1026,HYDERABAD,[],`Spirit' drove University of Hyderabad student to attempt suicide,"HYDERABAD: A second-year science student of University of Hyderabad (UoH) allegedly attempted suicide by jumping off the third floor of the hostel on campus. Birbal Koizora Debbarma, 20, is a native of Tripura.The incident occurred around 12:30am on Tuesday. “The student claimed that he was possessed by a spirit when the incident occurred and it suggested him to commit suicide by hanging from the ceiling. When he refused to do so in his dream, the spirit forced him to commit suicide by jumping off the window on the third floor,“ said P Dharmesh, SI, Gachibowli, who is investigating the case. He further added that another student, who was present at the time of the incident, confirmed that Birbal was shouting that he wants to end his life. “Although the student tried to stop him he couldn't succeed,“ the SI said. The varsity sources, on the other hand, attributed the suicide to lack of attendance and said the student had not registered for any subject. “The said student had many backlogs in the first year and did not even register for second-year courses hoping to clear the backlogs. He is depressed and was said to be under the influence of ganja when the incident happened,“ said a source from the varsity. The official statement from the varsity, however, read “In the early hours of Tuesday one Birbal fell from the terrace of L Hostel. Hearing the noise, the students informed the security and rushed him to the University Health Centre. He was referred to Care Hospital, Gachibowli.“ ",08-11-2017,"['suicide', 'suicide', 'refused', 'suicide', 'suicide', 'lack', 'depressed', 'fell', 'noise']"
1027,AGARTALA,[],Dad smells foul play in Tripura MBBS student’s death,"AGARTALA: The father of the MBBS student of Agartala Govt Medical College, who was found hanging in his hostel room on Monday, suspected that his son had been murdered and demanded a high-level probe into the incident. “Had he hanged himself, how was he found lying on a bed when we reached here? And, if he had hanged himself, only police in the presence of the family have the rights to recover the body. I was told over phone that Adarsha had met with an accident, but when I reached here, we heard a different story,” De told media. Police have, however, started investigating the case from the suicide angle after recording statements of some of Adarsha De’s classmates and hostel staff. According to some reports, Adarsha, 23, was involved in share trading and was depressed after suffering heavy losses. DSP New Capital Complex area P Majumdar said, “We have registered the case and started investigation from all possible angles. Police will do everything according to law.” Police said they came to know during investigation that Adarsha invested a large amount of money in the share market, which his parents did not know of. From his Facebook profile, police got to know that he was a professional Forex trader, search engine optimization marketer and he had expertise on binary options. College authorities said Adarsha’s peers found him hanging in the room and they brought him to the hospital, where he was declared brought dead. Adarsha, a resident of Belonia in South Tripura, was the topper in the higher secondary exam of the Tripura board in 2016. ",31-12-2020,"['lying', 'suicide', 'depressed', 'suffering', 'losses', 'dead']"
1028,VIJAYAWADA,['21-year-old'],Divya murder: Accused in judicial custody for 2 weeks,"VIJAYAWADA: Disha cops produced accused Nagendra Babu, alias Chinna Swamy (25), before the first additional magistrate court in the city on Saturday, which remanded him in judicial custody for two weeks. Nagendra is accused of stabbing 21-year-old engineering student Divya Tejaswini on October 15. He had barged into her house at Christurajupuram under Machavaram police station limits when Divya’s parents were away, stabbed her multiple times and slit her throat before trying to kill himself. He was taken to Guntur government general hospital for treatment. He was arrested after his recovery 21 days later. Magistrate S Kamalakar Reddy ordered that Nagendra be transferred to Rajahmundry central jail in a two-week judicial remand after conducting Covid-19 test at Machilipatnam special court. Police said they took the accused to ESI hospital earlier in the day and conducted necessary tests. Cops further said that they would seek police custody and a petition in this regard would be filed soon. They are also collecting evidences to check the accused’s claim that he had married Tejaswini. While cops and family members of Divya say it was murder, Nagendra has claimed that it was a suicide pact. His claims, however, were debunked by the post-mortem report which noted that the 13 cut injuries didn’t seem ‘self-inflicted’. Police have collected statements from 50 persons pertaining to the incident. A charge-sheet will be filed soon to ensure a speedy trial. ",08-11-2020,"['limits', 'kill', 'murder', 'suicide']"
1029,"Two students, who had allegedly been in love with each other, committed suicide in Sivaganga on Monday. Police said, Mahendran, 20, an engineering student, son of Masanam of Sakkanthi, had been in love with Ahila, 20, daughter of Veerapandi, from the same region. Their parents had opposed their match. The two was found dead on the bank of the tank in the village. Sivaganga taluk police have registered a case.Cash seized by flying squad",[],Students commit suicide,"Two students, who had allegedly been in love with each other, committed suicide in Sivaganga on Monday. Police said, Mahendran, 20, an engineering student, son of Masanam of Sakkanthi, had been in love with Ahila, 20, daughter of Veerapandi, from the same region. Their parents had opposed their match. The two was found dead on the bank of the tank in the village. Sivaganga taluk police have registered a case.Cash seized by flying squad:Flying squad in Theni seized Rs3 lakh, during poll checks in Andipatti in Theni district on Monday. The flying squad personnel intercepted a vehicle going from Madurai to Bodi, which was driven by Prabakaran of Bodi, a cardamom dealer. The vehicle contained Rs3 lakh without any supporting documents, and the flying squad personnel seized it at the Kondamayanakkanpatti checkpost.Debt drives woman to suicide:A woman allegedly committed suicide because she was in debt, at Thirumangalam in Madurai on Sunday. Police said, Dhanam, 50, wife of Muthu of Perungamanallur, had borrowed Rs6 lakh to construct her house. She had been unable to repay her loan and was pressed by the lenders. Police said she took the extreme step by consuming poison. She died on the way to hospital. Sedapatti police have registered a case.Missing fishermen found:A day after four fishermen went missing in one of the fishing expedition, they were rescued by their fellow fishermen at Palk Strait on Monday. After the fishermen failed to return entire day on Sunday, fishermen took special permission from the fisheries department for a search operation, which was unsuccessful. On Monday, another search team set out and found the missing boat stranded in Palk Strait due to technical snag. The team helped the stranded fishermen and towed their boat to shore reaching Mandapam on Monday evening.",29-03-2016,"['suicide', 'dead', 'tank', 'suicide', 'suicide', 'debt', 'unable', 'poison', 'died', 'failed', 'unsuccessful', 'snag']"
1030,MUMBAI,['26-year-old'],"Three accused doctors destroyed Payal Tadvi suicide note, say cops","MUMBAI: In a significant twist to the Dr Payal Tadvi case, it has emerged that the post-graduate medical student had left behind a three-page handwritten note before committing suicide on May 22 blaming three doctors, who have been arrested, of humiliation and harassment, police sources told TOI on Thursday.  The note itself is missing, but photographs of the pages were retrieved by state forensic laboratory officials from the 26-year-old Tadvi's cellphone, a source said. Tadvi seemed to have clicked pictures of the note and stored them on her cellphone, but the accused doctors, who were among the first to reach Tadvi's room after her suicide, had allegedly deleted them, the source added.  Dr Hema Ahuja, 28, Dr Bhakti Mehare, 26, and Dr Ankita Khandelwal, 27, - Tadvi's seniors at the medical college attached to B Y L Nair Hospital - were arrested on May 28-29 and are in judicial custody. Tadvi, who belonged to the Tadvi Bhil tribe, committed suicide by hanging in her hostel room. Her family alleged that she was harassed over her caste by the arrested doctors.  The suicide note details the harassment and torture she allegedly faced at the hands of the accused. It has mentioned each and every instance of humiliation over a one-year period, said the sources. Tadvi has mentioned how each of them tormented her about her caste and made her do additional work as punishment, they added.  Kalina Forensic Science Laboratories (FSL) gave Tadvi's cellphone report to the crime branch recently. On Thursday, police submitted a confidential report containing details of their findings to the Bombay high court, which is hearing the bail application of the three doctors. The police, in its nine-page reply, have mentioned that the three doctors were the first to reach Tadvi's room on May 22 after her suicide was discovered. The police are likely to invoke additional charges of Indian Penal Code Section 201 for destruction of evidence in the case. Officials could retrieve data, including the deleted suicide note pictures, from Tadvi's phone which was in a good condition, said source, adding the hard copy of the suicide note is yet to be traced though, and could have been destroyed. ""This is a key piece of evidence against the accused and we may seek their police custody for further questioning."" Police are not allowed to question the accused when they are in judicial custody. The existence of a suicide note was one of the key arguments put forward by the Tadvi's family lawyer during the bail application hearing at the special court on June 24. The prosecution also contended that the entry of two doctors into Dr Tadvi's room who spent five minutes there after accompanying the group carrying the body till the lift indicated that something was amiss. Their images were captured on CCTV. ""Now, on the basis of the FSL finding, we have come to the conclusion that the accused doctors allegedly destroyed the suicide note while the other doctors were moving Tadvi's body out of her room,"" said another source. A special court had denied the three doctors’ bail application on June 24. ",05-07-2019,"['twist', 'suicide', 'humiliation', 'harassment', 'suicide', 'suicide', 'harassed', 'suicide', 'harassment', 'torture', 'humiliation', 'tormented', 'crime', 'suicide', 'destruction', 'suicide', 'hard', 'suicide', 'suicide', 'amiss', 'suicide', 'denied']"
1031,MANGALURU,[],Engineering student hangs herself after failing in a subject,"MANGALURU: Dejected over failing in a subject, a first year student allegedly committed suicide by hanging to a fan at her hostel room in Valachil on Thursday. The victim who has left behind a suicide note stated that all have passed in the exam but she couldn’t. She wrote that by failing to fulfil her father’s wish she took the extreme step. The victim has been identified as Suchethana A C, 18, daughter of Chandregowda, resident of Hagala village in Chikmagalur. According to police she was studying first year engineering in Computer Science. On May 27th she had been to her hometown from where she returned on Wednesday morning to pay her exam fees. She had done with her first semester exam and got failed in one subject. Saddened over this she took the extreme step by hanging to a fan with a shawl in her room. According to college management, Suchethana was doing well in her studies. A case has been registered at Mangaluru Rural Police Station and investigating is on. This is the third case of suicide by engineering students in the past two months. ",01-06-2017,"['failing', 'suicide', 'suicide', 'failing', 'failed', 'suicide']"
1032,LUCKNOW,['25-year-old'],IIM-L student 'ends life' inside hostel room,"LUCKNOW: A 25-year-old student of the Indian Institute of Management Lucknow (IIM-L) allegedly committed suicide by hanging himself from the ceiling fan of his hostel room on Wednesday afternoon. As per the police, Soham Mukherjee was a second-year student pursuing a postgraduate programme in management. Police said that Mukherjee's hostel friends failed to get a response when they knocked on his door. Phone calls to him also went unanswered. On receiving the information, the police broke open the door. They prima facie called it a case of suicide. However, no suicide note was found, said Madion inspector Raghvan Kumar Singh. ""It appears that Soham was depressed and ended his life,"" said Singh. A probe is on and his body has been sent for an autopsy. ",16-11-2017,"['suicide', 'failed', 'broke', 'suicide', 'suicide', 'depressed']"
1033,PATNA,[],"Student takes pill, attempts suicide","PATNA: One Ranjan Kumar (22), a post graduate student of Patna University’s history department, attempted to commit suicide by consuming sleeping pills inside his classroom at Darbhanga House under Pirbahore police station on Thursday. SHO of Pirbahore police station Mohammad Kaisar Alam said the student is undergoing treatment at Patna Medical College and Hospital. Four arrested: Police on Thursday arrested four persons, including Jyoti Devi, in connection with the murder of one Gunjan Prasad (35), whose body was recovered from an under-construction building on Gola Road under Danapur police station on Wednesday. Police said initial investigations revealed that Jyoti, the wife of the deceased, connived with her lover Mukesh Kumar to kill Prasad. Apart from Jyoti and Mukesh, police also Vikash Kumar and Deepak Kumar in connection with the case. ",17-02-2017,"['suicide', 'murder', 'kill']"
1034,BHUBANESWAR,[],Abetment of suicide case registered in Taniya Banerjee's death,"BHUBANESWAR: Taniya Banerjee’s alleged suicide on Tuesday may invite trouble for some of her friends and authorities of DAV school of business management (DSBM) where she was pursing her Bachelor of Business Administration (BBA). The Capital police station here on Wednesday registered a case of abetment of suicide against some of the students and officials of DSBM. On Tuesday, Taniya’s mother Keya lodged a complaint, accusing some of her daughter’s friends and school authorities of subjecting her to mental torture that drove her to end her life. Keya alleged Taniya’s friends suspected her as a thief. She alleged the DSBM authorities did precious little to protect the girl. ""We have booked some of the DSBM students and officials for abetting the suicide under section 306 of IPC. We constituted a five-member team of personnel to probe the circumstances leading to her suicide,"" deputy commissioner of police Satyabrata Bhoi told TOI. The probe personnel on Wednesday visited DSBM campus and questioned at least ten students and some faculty members. Since Taniya’s body was found hanging from a room of the hostel on the campus, the cops quizzed the hostel warden and security guards. Taniya’s roommate was also interrogated, sources said. Police said though each room of the DSBM hostel is shared by two girls, Taniya was alone in one of the rooms. ""We were told by the DSBM authorities that her roommate had gone to another friend’s room to sleep on Monday. Taniya slept alone in the room and was found hanging the next day,"" a police officer said. ""My daughter was ostracised by others in the hostel. Some of her seniors and juniors used to throw tantrums at her for past few days by branding her a thief. They had stopped interacting with her. That was the reason why my daughter was in deep shock and trauma,"" Keya said. In her complaint, Keya blamed some officials of DSBM for her daughter’s suicide. While the DSBM authorities were not available for comment, the institute’s principal D N Mishra already rubbished the allegations. ""We were not informed by anyone whether Taniya faced any problem in the hostel. Everybody interacted with her friendly,"" Mishra told on Tuesday. In a related development, a social activist on Wednesday moved the Odisha human rights commission (OHRC), seeking adequate compensation to the victim’s family and stringent action against those responsible for her suicide. ",29-11-2017,"['suicide', 'trouble', 'suicide', 'complaint', 'accusing', 'torture', 'suicide', 'suicide', 'shock', 'trauma', 'complaint', 'suicide', 'allegations', 'problem', 'stringent', 'suicide']"
1035,AURANGABAD,['16-year-old'],Minor student commits suicide,"AURANGABAD: A 16-year-old minor student from the city allegedly committed suicide by hanging from the ceiling at a relative's house at Shantipura in the Cantonment area on Saturday afternoon. Police said the deceased, identified as Akash Bheema Sutar, was pursuing his SSC at a local school here. The incident came to light around 11.30am when a kin spotted him hanging and rushed him to the Government Medical College and Hospital, where he was declared dead on arrival. Police stated that the deceased teenager was staying with his aunt in order to pursue his studies, while his parents worked as labourers in Mumbai and his elder brother is employed with a private firm in Pune. Following the incident, his body was sent for autopsy before handing it over to the family members. Based on the MLC received from the GMCH, the cantonment police have registered a case of accidental death. Police said that though they are yet to receive a written complaint in this regard, there are primary reports that the teenager was recently threatened by someone, forcing him to take the extreme step. A senior police officer maintained that this is probably the fourth incident of a minor committing suicide in the last 15 days. The officer said that so as to ascertain the exact reason behind these minors taking extreme steps, it is being rechecked if they have left any suicide notes or not. ",11-09-2016,"['suicide', 'dead', 'accidental', 'death', 'complaint', 'suicide', 'suicide']"
1036,ALWAR,['23-year-old'],MBBS student held for girlfriend’s suicide,"ALWAR: The police arrested one MBBS student for allegedly abetting his girlfriend for suicide in Alwar a few days ago. According to police, on January 28, the cops had recovered the body of a 23-year-old girl in her house. The relatives thought it to be a murder and launched an FIR against the unidentified people during the investigation. The police found that girl was in talk with a boy through her phone. During the investigation, the police found that Aditya Kumar Yadav, and the girl were in relationship since 2013. In 2015, Aditya went abroad to study medicine, he was in Alwar on vacation and met his girlfriend, she demanded Yadav to marry her. “On January 28, there was a fight between the two over the issue and the girl locked herself in her room and hanged herself. Yadav called up his friends and forced opened the door,” police said. The Yadav and his friends saw the girl hanging from the ceiling they got scared and ran away from the place. “They put the body on the bed and ran away as they were scared. We have arrested him and registered a case under relevant sections of the IPC,” added police official. ",01-02-2017,"['suicide', 'murder', 'issue', 'scared', 'scared']"
1037,VADODARA,[],Zambian student commits suicide at Parul University,"VADODARA: A second year engineering student from Zambia studying in Waghodia-based Parul Univeristy committed suicide at international hostel building of the varsity on Saturday evening. The deceased identified as Jite Sakala (22), tied himself with the bedsheet to a ceiling fan in the common room of the international hostel. On seeing Sakala tied to the ceiling fan, other foreign students informed university authorities. The university officials informed the police about the incident. Police said that Sakala has left a suicide note behind but refused to share details of the suicide note. Sources in the police department said that prima facie it looks that Sakala was suffering from depression and that is the reason why he committed suicide. The police, after taking his body in custody, sent it to primary health centre in Waghodia for post-mortem. Cops have informed Sakala’s parents and the Zambian Embassy about the incident. Police registered a case of accidental death in the incident. ",09-04-2017,"['suicide', 'suicide', 'refused', 'suicide', 'suffering', 'depression', 'suicide', 'accidental', 'death']"
1038,"Despite scoring high in the higher secondary examination, a Class XII student in Coimbatore recently committed suicide because her result fell short of her expectations by 12 marks. A Class X student in Chennai suffered a nervous breakdown before the final exams and pleaded his parents to shift him to another school, as he feared of being questioned by teachers for not scoring high. Parents of another student preparing for the 12th board exams had to rush him to a counsellor a night before an exam paper after the boy complained of blanking out. The common factor among the three was that all of them were top performers in their schools. Against popular belief that achievers seldom encounter depression, experts say inability to adapt to changing circumstances, fear of failure and alienation and a constant need for perfection is today driving many high performers to slip into depression. Recounting her son’s struggle with stress and depression, Sreeja S, the mother of the Class X student says, ""He enjoyed going to school and was among the top three in his class for years. But in Class X, he started falling sick very often and was afraid of even writing exams."" The boy performed well in the 12th board exams after he was moved to another school. It is a common misconception that high achievers don’t suffer from anxiety and depression. Chennai-based rehabilitation psychologist Dr Shalini Somesh says she has been counselling many students — many of them high performers — ever since the Class XII state board exams were declared last week. Some of them also wrote the National Eligibility cum Entrance Test (NEET) on May 7. ""Their Class XI marks came down because they could not balance school, coaching schedule and their health,"" she says. Shalini describes depression in the phase — before students get admission into colleges — as more of situational depression than clinical. She, however, adds that there are many cases of ""unidentified clinical depression, where children take the extreme step"". Shalini says there is ""performance anxiety in every child during the course of the study"" as well as peer and family pressures — reasons which goad even high performers to join coaching classes ""to be recognised as being capable."" Psychologist Dr Nappinnai Seran, also a counsellor for the family court in Chennai, feels that over time, high performers find it difficult to sustain their achievements. Further, they do not pause to acknowledge their achievements. ""Subconsciously, they keep raising the bar and set new targets. Thus, the gap between their last achievement and the next goal is always there,"" she says. Seran says the tendency to constantly identify one with achievements, set high standards and suffer from constant anxiety, is seen not only among students but also working professionals. She says many of them are also unable to accept failure. ""They don’t accept that everyone is vulnerable to failure. It reflects on their self-esteem and leads to depression.""",[],Go-getters too fall prey to depression,"Despite scoring high in the higher secondary examination, a Class XII student in Coimbatore recently committed suicide because her result fell short of her expectations by 12 marks. A Class X student in Chennai suffered a nervous breakdown before the final exams and pleaded his parents to shift him to another school, as he feared of being questioned by teachers for not scoring high. Parents of another student preparing for the 12th board exams had to rush him to a counsellor a night before an exam paper after the boy complained of blanking out. The common factor among the three was that all of them were top performers in their schools. Against popular belief that achievers seldom encounter depression, experts say inability to adapt to changing circumstances, fear of failure and alienation and a constant need for perfection is today driving many high performers to slip into depression. Recounting her son’s struggle with stress and depression, Sreeja S, the mother of the Class X student says, ""He enjoyed going to school and was among the top three in his class for years. But in Class X, he started falling sick very often and was afraid of even writing exams."" The boy performed well in the 12th board exams after he was moved to another school. It is a common misconception that high achievers don’t suffer from anxiety and depression. Chennai-based rehabilitation psychologist Dr Shalini Somesh says she has been counselling many students — many of them high performers — ever since the Class XII state board exams were declared last week. Some of them also wrote the National Eligibility cum Entrance Test (NEET) on May 7. ""Their Class XI marks came down because they could not balance school, coaching schedule and their health,"" she says. Shalini describes depression in the phase — before students get admission into colleges — as more of situational depression than clinical. She, however, adds that there are many cases of ""unidentified clinical depression, where children take the extreme step"". Shalini says there is ""performance anxiety in every child during the course of the study"" as well as peer and family pressures — reasons which goad even high performers to join coaching classes ""to be recognised as being capable."" Psychologist Dr Nappinnai Seran, also a counsellor for the family court in Chennai, feels that over time, high performers find it difficult to sustain their achievements. Further, they do not pause to acknowledge their achievements. ""Subconsciously, they keep raising the bar and set new targets. Thus, the gap between their last achievement and the next goal is always there,"" she says. Seran says the tendency to constantly identify one with achievements, set high standards and suffer from constant anxiety, is seen not only among students but also working professionals. She says many of them are also unable to accept failure. ""They don’t accept that everyone is vulnerable to failure. It reflects on their self-esteem and leads to depression."" ",17-05-2017,"['suicide', 'fell', 'suffered', 'nervous', 'breakdown', 'complained', 'depression', 'inability', 'fear', 'failure', 'alienation', 'depression', 'struggle', 'stress', 'depression', 'falling', 'sick', 'afraid', 'misconception', 'suffer', 'anxiety', 'depression', 'depression', 'depression', 'depression', 'anxiety', 'goad', 'difficult', 'suffer', 'anxiety', 'unable', 'failure', 'vulnerable', 'failure', 'depression']"
1039,ALWAR,['14-year-old'],Rajasthan: Girl hangs self over molest bid by youths,"ALWAR: A 14-year-old girl hanged herself on Monday in Bharatpur’s Sewar police station area after being frustated with repeated attempts by youths in her neighbourhood to molest her. The girl, who was a student of class IX, was found hanging from a ceiling fan after she returned from school. The deceased was identified as Nisha Kumari and her body has kept in the mortuary after her family refused to take it till all the accused were arrested. The girl’s mother Sumitra Devi alleged that few youths were harassing her daughter daily. Even on Monday, they attempted to molest Nisha when she was returning from school. “For the past few months, few youths had been troubling my daughter whenever they saw her. They made her life very difficult and even when I complained to police, they did not take any action because of which the harassment continued. This is the reason my daughter reached a point when she could take it anymore and killed herself. If police had taken action against the accused, Nisha would have been alive,” her mother said. According to her mother, she had registered cases under POCSO Act on October 10 and November 12, but cops failed to take any action. After the suicide, one accused was arrested by police Parmal Singh Gurjar, circle officer, Bharatpur rural said, “The girl’s mother has registered a case against three accused and we have arrested one of them while search is on for the rest. In her complaint, she has claimed that the three accused had tried to molest the girl.We will arrest the remaining accused soon.” The girl’s mother also said that action should be taken against the cops who did not act in time when she had previously filed the complaints. (The victim's identity has not been revealed to protect her privacy as per Supreme court directives on cases related to sexual assault)",25-12-2019,"['molest', 'refused', 'molest', 'troubling', 'difficult', 'complained', 'harassment', 'killed', 'failed', 'suicide', 'complaint', 'molest', 'complaints', 'assault']"
1040,HYDERABAD,[],Inter student commits suicide,"HYDERABAD: An intermediate first year student of Sri Chaitanya College committed suicide at the campus hostel room in LB Nagar on Friday.The victim Anvita Reddy (17), daughter of Shiv Shankar Reddy, a farmer from Vaddepally mandal in Mahbubnagar district, joined the MPC course at Sri Chaitanya - IIT Academy residential campus in Bank Colony, LB Nagar, in June this year.At 2 pm on Friday, faculty members and fellow students noticed that Anvita was not present in the class room for study hours. ""When the staff and students went to her hostel room, they found that the attached bathroom's door was latched from inside. When Anvita did not respond to their calls for a long time, staff forcibly opened the door and found her hanging from an iron rod above the geyser with a stole,"" LB Nagar SI D Narasimha Reddy said.The college staff rushed the girl to a nearby corporate hospital where she was declared brought dead.""We found a note written by Anvita in which she expressed that family members should love her a little more and should not ill-treat her for not performing in studies as per their expectations. The contents in the note are vague and there was no mention of committing suicide,"" the SI said. After the death, family members expressed some doubts about the death as they noticed clotted blood in the nostrils of the victim. ""The prima facie evidence clearly indicates that it was a suicide. There are ligature marks on the throat of the victim,"" the SI said.Police shifted the body for post-mortem and a suspicious death case was registered under section 174 of CrPC.",27-08-2016,"['suicide', 'stole', 'dead', 'vague', 'suicide', 'death', 'doubts', 'death', 'suicide', 'suspicious', 'death']"
1041,Mysuru,['19-year-old'],2 students end life,"Mysuru: In separate incidents, two students committed suicide by hanging at their rented rooms on Thursday. Ganesh Prasad, 21, an engineering student, took the drastic step after informing his friend of his decision over phone. He was found hanging at his room in Agrahara early on Thursday. Though the reason for his extreme step is not known, police suspect he may have ended his life for his failure in the first semester exams. Ganesh was a second semester mechanical engineering student at SJCE College. A native of Sargur in HD Kote taluk, Ganesh lived in a rented room in the city for the past few months. His father, an assistant sub-inspector in HD Kote, had recently visited his son in Mysuru. Inspector B S Prakash said the reason for his extreme step is yet to be ascertained. In another similar incident, Fawad Hameed, 21, third year DPharma student of JSS College of Pharmacy, ended his life in NR Mohalla. Sources said that Hameed was under depression. The incident came to light when his friends came to his room in Yashasnagar. When Hameed did not respond to the phone calls of friends, one of them peeped through a window, only to find him hanging. Youth held for rape A youth was arrested for allegedly raping a 19-year-old girl from Gendethur village in HD Kote taluk on Wednesday night. The accused is Shivaram, 25. Police have admitted the victim to KR Hospital for medical check-up. The victim registered a rape complaint against Shivaram with Beechanahalli police who, in turn, arrested him. A case under IPC 376 (punishment for rape) has been registered against Shivaram. ",17-03-2017,"['suicide', 'drastic', 'suspect', 'failure', 'depression', 'rape', 'raping', 'rape', 'complaint', 'rape']"
1042,BENGALURU,[],"2 months on, suicide case accused still on the run","BENGALURU: Every day for the past two months, a scene at the RR Nagar police station seldom varies. Chandrashekar, a bank employee, walks in and asks police if they have arrested the accused who abetted his daughter’s suicide. The cops say no and Chandrashekar leaves disappointed. C Meghana, Chandrashekar’s daughter, a first-year civil engineering student at Dayananda Sagar College, committed suicide at their apartment in west Bengaluru on February 7. In her complaint to police, Lata Chandrashekar, Meghana’s mother, claimed her daughter, 19, was harassed in college which led her to take her own life. She accused four of Meghana’s classmates and a coordinator of abetting the suicide. The five are absconding, “Their plea for anticipatory bail was turned down by a sessions court and the five accused approached the high court,” Chandrashekar said. Lata said her daughter was harassed because she was a CET candidate. “Right from Class 1 to 12, Meghana was a rank student,” Lata said. “A few weeks before her death, she was to appear for exams. The examiner gave her the question paper but just when she was set to begin writing, the examiner snatched her papers saying she was short of attendance. “All colleges inform parents about attendance. Why did the management fail to bring this to our notice? It was an intentional insult,” Lata added. She claimed the four accused students were now attending classes. Ravi D Channannanavar, DCP (west) said the accused will be arrested soon. ",20-04-2018,"['suicide', 'disappointed', 'suicide', 'complaint', 'harassed', 'suicide', 'plea', 'harassed', 'death', 'fail', 'insult']"
1043,HYDERABAD,['15-year-old'],"Day after twin suicides, LB Nagar school shuts, protesting students’ union lays siege","HYDERABAD: Angry National Students Union of India (NSUI) members protested at Akshara International School in LB Nagar on Friday, a day after two Class 10 students committed suicide. Tragedy unfolded at Vaishnovi Sikhara Apartments on Thursday evening after two 15-year-old girls jumped off the eighth floor of the building. The police confirmed it as a case of suicide. “There is no foul play in this case as at the time of incident, no one was in the house,” said M Venkateshwar Rao, DCP, LB Nagar zone. Aghast by the incident, school authorities declared a holiday on Friday. Few fellow students described the two girls as bright students. Posters reading ‘today is a holiday’ were pasted on school gates with photos of the two girls. NSUI leaders raised slogans and asked the government to initiate action against schools putting performance pressure on students. “Several international and corporate schools are introducing foundation courses for competitive exams. This is excess burden on students, forcing them to commit suicide. The government should cancel all such foundation courses,” said Venkat Balmoori, Telangana president of NSUI. ",10-03-2018,"['protested', 'suicide', 'suicide', 'foul', 'burden', 'suicide']"
1044,NOIDA,['27-year-old'],Woman ends life after tiff with live-in partner,"NOIDA: A 27-year-old woman allegedly committed suicide on Sunday evening after a break-up with her live-in partner and due to financial stress. The woman, a divorcee and a mother of a five-year old, was found hanging from the ceiling fan by her flatmate in W-block of Sector 12. According to the police, the woman’s flatmate, an MBBS student, returned from Delhi around 8 pm. She entered the flat but soon neighbours saw her come out of the house screaming. They then called the PCR. Police said the woman lost her job and shifted to the locality in Sector 12 nearly a month ago. “She was depressed due to financial stress. She used to work in a call centre in Hauz Khas earlier but lost her job recently. She tried to kill herself twice earlier,” Vinay Prakash, SHO of Sector 24 police station said. The police said they recovered an old suicide note from the room in which the woman said she was ending her life at her will and nobody should be troubled after her death. “The neighbours gathered and her landlord who was not staying in the house was called to the spot. Her family was informed and her mother and brother came,” one of the neighbours told TOI. “The child was staying with her maternal grandparents. The woman had not told her flatmate that she had been married,” said a neighbour. According to the neighbours, the woman’s brother said she was in distress after a tiff with her boyfriend, with whom she was in a live-in relationship. The body has been sent for postmortem. No FIR has been lodged as the parents did not give any written complaint. ",11-04-2017,"['suicide', 'break-up', 'stress', 'lost', 'depressed', 'stress', 'lost', 'kill', 'suicide', 'troubled', 'death', 'distress', 'complaint']"
1045,MYSURU,[],UoM student commits suicide,"MYSURU: A research student of University of Mysore committed suicide at his house in Halli Bogadi on Saturday. Naveen, 24, committed suicide by hanging from the ceiling in his room. He along with his parents were residing in a rented house behind the government primary school.  On Saturday when his parents were away on a tour, Naveen hanged himself at the house. When he did not respond to phone calls, his friends visited the house and found him hanging. Police broke open the house after Naveen's parents rushed back to the house. The reason for the suicide is yet to be ascertained. Saraswathipuram police have registered a case. ",14-08-2016,"['suicide', 'suicide', 'broke', 'suicide']"
1046,BANDA,['18-year-old'],"Unable to withdraw money for exam fees, 18-year-old hangs self","BANDA: An 18-year-old student allegedly committed suicide after ""failing to withdraw money"" from the bank for submitting his examination fees at in Mavai Buzurg village here, police said. They said Suresh has been standing in queue for the past several days for withdrawing money to submit his examination fees but he could not succeed. After returning from the bank on Tuesday, he hanged himself from the ceiling with the help of his mother's saree, police said. Suresh's family members said he was a B.Sc second year student in Panchnehi Degree College and had to submit the fees by on Wednesday. A case has been lodged and investigations are on, police said. On hearing of the suicide of the student, the villagers pelted the bank with stones in protest. On Monday, a four-year-old child had died in a bank compound after her father had failed to withdraw money for her treatment in Tindwari police station area. ",23-11-2016,"['suicide', 'failing', 'suicide', 'protest', 'died', 'failed']"
1047,ERODE,['20-year-old'],"Erode: Jilted nursing student, 20, drowns self","ERODE: A 20-year-old nursing student committed suicide by throwing herself into a well near Andhiyur here on Friday evening after her lover refused to marry her.The Vellitiruppur police on Saturday arrested A Pugazendhi, 20, of Thindal, for abetting the girl’s suicide. Police identified the deceased as K Karthika, of Vakaimarathu Kodikal village near Andhiyur. She was a second-year BSc nursing student.A police officer said Karthika was in love with Pugazendhi. “He, however, refused to marry her. Shattered, she jumped into the common well in the village on Friday .”Vellitiruppur police registered a case under Section 306 (abetment of suicide) with Section 3(2) (VA) of the SC/ST Act and arrested Pugazendhi. ",17-05-2020,"['suicide', 'refused', 'suicide', 'refused', 'suicide']"
